cog_id,root,clade_name,protein_id,ssp_id,gene_id,preferred_name
NOG43640,1,Homo,YPL197C,4932,NA,YPL197C
NOG42774,1,Homo,YPL135C,4932,NA,NA
NOG231961,1,Homo,YLR162W,4932,NA,YLR162W
NOG245578,1,Homo,YGL102C,4932,NA,YGL102C
NOG283576,1,Homo,YNR044W,4932,NA,AGA1
NOG68876,1,Homo,YKL083W,4932,NA,YKL083W
NOG231291,1,Homo,YDR534C,4932,NA,FIT1
NOG231291,1,Homo,YOR383C,4932,NA,FIT3
NOG86219,1,Homo,Q0160,4932,NA,SCEI
NOG233287,1,Homo,YLR339C,4932,NA,YLR339C
NOG65003,1,Homo,YLR154W,4932,NA,NA
NOG38294,1,Homo,YIL142C,4932,NA,NA
NOG34358,1,Homo,YLR338W,4932,NA,OPI9
NOG61869,1,Homo,YJL199C,4932,NA,MBB1
NOG07641,1,Homo,YAL004W,4932,NA,YAL004W
NOG23906,1,Homo,Q0255,4932,NA,Q0255
NOG272977,1,Homo,YDL223C,4932,NA,HBT1
NOG248449,1,Homo,Q0080,4932,NA,ATP8
NOG36949,1,Homo,YCR013C,4932,NA,YCR013C
NOG41028,1,Homo,YEL030C,4932,NA,NA
NOG66093,1,Homo,Q0140,4932,NA,VAR1
NOG241813,1,Homo,YDR417C,4932,NA,YDR417C
NOG241813,1,Homo,YEL053W,4932,NA,NA
COG4283,1,Homo,YDR540C,4932,NA,IRC4
NOG73141,1,Homo,YNL018C,4932,NA,YNL018C
NOG73141,1,Homo,YNL034W,4932,NA,YNL034W
COG0043,1,Homo,YDR539W,4932,NA,FDC1
NOG43132,1,Homo,YDL232W,4932,NA,OST4
NOG09799,1,Homo,YOR380W,4932,NA,RDR1
NOG43177,1,Homo,YAL055W,4932,NA,PEX22
NOG272343,1,Homo,YHR185C,4932,NA,PFS1
NOG237664,1,Homo,YML083C,4932,NA,YML083C
NOG72016,1,Homo,YLR154C,4932,NA,RNH203
NOG72016,1,Homo,YLR156C,4932,NA,NA
NOG72016,1,Homo,YLR157C,4932,NA,ASP3-2
NOG72016,1,Homo,YLR159C,4932,NA,NA
NOG262320,1,Homo,YDL228C,4932,NA,YDL228C
NOG23243,1,Homo,YBR297W,4932,NA,MAL33
NOG23243,1,Homo,YFL052W,4932,NA,ZNF1
NOG23243,1,Homo,YGR288W,4932,NA,MAL13
NOG23243,1,Homo,YPR196W,4932,NA,YPR196W
NOG238484,1,Homo,YGR160W,4932,NA,YGR160W
NOG276696,1,Homo,YEL028W,4932,NA,YEL028W
NOG36028,1,Homo,YOR382W,4932,NA,FIT2
NOG32640,1,Homo,YJL161W,4932,NA,FMP33
COG2015,1,Homo,YOL164W,4932,NA,BDS1
NOG66658,1,Homo,YPR199C,4932,NA,ARR1
NOG43865,1,Homo,YJL026C,4932,NA,NA
COG3506,1,Homo,YJL217W,4932,NA,REE1
NOG273358,1,Homo,YDR119W,4932,NA,VBA4
NOG273660,1,Homo,YOR304C,4932,NA,NA
NOG36317,1,Homo,YBR302C,4932,NA,COS2
NOG36317,1,Homo,YDL248W,4932,NA,COS7
NOG36317,1,Homo,YFL062W,4932,NA,COS4
NOG36317,1,Homo,YGL263W,4932,NA,COS12
NOG36317,1,Homo,YGR295C,4932,NA,COS6
NOG36317,1,Homo,YHL048W,4932,NA,COS8
NOG36317,1,Homo,YJR161C,4932,NA,COS5
NOG36317,1,Homo,YKL219W,4932,NA,COS9
NOG36317,1,Homo,YML132W,4932,NA,COS3
NOG36317,1,Homo,YNL336W,4932,NA,COS1
NOG36317,1,Homo,YNR075W,4932,NA,COS10
NOG249965,1,Homo,YJR094C,4932,NA,IME1
NOG29147,1,Homo,YMR273C,4932,NA,ZDS1
NOG40477,1,Homo,YLR154W,4932,NA,NA
NOG18491,1,Homo,YGL258W,4932,NA,VEL1
NOG18491,1,Homo,YOR387C,4932,NA,YOR387C
NOG47046,1,Homo,YLL063C,4932,NA,AYT1
NOG44785,1,Homo,YKL109W,4932,NA,HAP4
COG0163,1,Homo,YDR538W,4932,NA,PAD1
NOG37708,1,Homo,YER115C,4932,NA,SPR6
NOG257034,1,Homo,YNR063W,4932,NA,YNR063W
NOG247402,1,Homo,YMR003W,4932,NA,AIM34
NOG10546,1,Homo,YNR062C,4932,NA,YNR062C
NOG254873,1,Homo,YBL039W,4932,NA,NA
COG3344,1,Homo,Q0050,4932,NA,AI1
COG3344,1,Homo,Q0055,4932,NA,AI2
NOG27443,1,Homo,YOL104C,4932,NA,NDJ1
KOG4738,1,Homo,YHR053C,4932,NA,CUP1-1
KOG4738,1,Homo,YHR055C,4932,NA,CUP1-2
KOG4738,1,Homo,YOR031W,4932,NA,CRS5
NOG42691,1,Homo,YJL185C,4932,NA,ATG36
NOG05576,1,Homo,YFL061W,4932,NA,DDI2
NOG05576,1,Homo,YNL335W,4932,NA,DDI3
NOG37887,1,Homo,YEL059C,4932,NA,NA
COG0132,1,Homo,YNR057C,4932,NA,BIO4
COG0843,1,Homo,Q0045,4932,NA,COX1
COG0843,1,Homo,Q0060,4932,NA,AI3
COG0843,1,Homo,Q0065,4932,NA,AI4
COG0843,1,Homo,Q0070,4932,NA,AI5_ALPHA
COG2808,1,Homo,YKL070W,4932,NA,YKL070W
COG1845,1,Homo,Q0275,4932,NA,COX3
COG1622,1,Homo,Q0250,4932,NA,COX2
COG0356,1,Homo,Q0085,4932,NA,ATP6
NOG21070,1,Homo,YLR154W,4932,NA,NA
NOG13318,1,Homo,YOL154W,4932,NA,ZPS1
KOG4766,1,Homo,YLR262C,4932,NA,YPT6
COG0800,1,Homo,YIR042C,4932,NA,YIR042C
COG1290,1,Homo,Q0105,4932,NA,COB
COG1290,1,Homo,Q0110,4932,NA,BI2
COG1290,1,Homo,Q0115,4932,NA,BI3
COG1290,1,Homo,Q0120,4932,NA,BI4
COG1228,1,Homo,YJL213W,4932,NA,YJL213W
COG5434,1,Homo,YJR153W,4932,NA,PGU1
COG1593,1,Homo,YEL070W,4932,NA,DSF1
COG1593,1,Homo,YNR073C,4932,NA,MAN2
COG2017,1,Homo,YBR019C,4932,NA,GAL10
COG2017,1,Homo,YHR210C,4932,NA,YHR210C
COG2017,1,Homo,YNR071C,4932,NA,YNR071C
NOG247092,2,Pan,YDL197C,4932,NA,ASF2
NOG33242,2,Pan,YHR195W,4932,NA,NVJ1
NOG36156,2,Pan,YEL025C,4932,NA,YEL025C
NOG39229,2,Pan,YOR044W,4932,NA,IRC23
NOG33915,2,Pan,YCR089W,4932,NA,FIG2
NOG41678,2,Pan,YMR147W,4932,NA,YMR147W
NOG38133,2,Pan,YLL049W,4932,NA,LDB18
NOG76994,2,Pan,YLR361C,4932,NA,DCR2
NOG231076,2,Pan,YER053C,4932,NA,PIC2
NOG129414,2,Pan,YKL096W,4932,NA,CWP1
NOG271915,2,Pan,YDR524C,4932,NA,AGE1
NOG254876,2,Pan,YLR012C,4932,NA,YLR012C
NOG36024,2,Pan,YOL028C,4932,NA,YAP7
NOG39099,2,Pan,YBR071W,4932,NA,YBR071W
NOG38081,2,Pan,YBR157C,4932,NA,ICS2
NOG251207,2,Pan,YNL300W,4932,NA,TOS6
NOG17255,2,Pan,YLR049C,4932,NA,YLR049C
NOG38171,2,Pan,YJL205C,4932,NA,NCE101
NOG22903,2,Pan,YGR076C,4932,NA,MRPL25
NOG31819,2,Pan,YIL037C,4932,NA,PRM2
NOG230100,2,Pan,YMR312W,4932,NA,ELP6
NOG31227,2,Pan,YNL208W,4932,NA,YNL208W
NOG276797,3,Gorilla,YMR081C,4932,NA,ISF1
NOG29939,3,Gorilla,YLR254C,4932,NA,NDL1
NOG30818,3,Gorilla,YPR134W,4932,NA,MSS18
NOG272528,3,Gorilla,YOR324C,4932,NA,FRT1
NOG31767,3,Gorilla,YMR206W,4932,NA,YMR206W
NOG61961,3,Gorilla,YAR023C,4932,NA,YAR023C
NOG61961,3,Gorilla,YAR027W,4932,NA,UIP3
NOG61961,3,Gorilla,YAR028W,4932,NA,YAR028W
NOG61961,3,Gorilla,YAR031W,4932,NA,PRM9
NOG61961,3,Gorilla,YAR033W,4932,NA,MST28
NOG61961,3,Gorilla,YCR007C,4932,NA,YCR007C
NOG61961,3,Gorilla,YGL051W,4932,NA,MST27
NOG61961,3,Gorilla,YGL053W,4932,NA,PRM8
NOG270182,3,Gorilla,YFR039C,4932,NA,OSW7
NOG38367,3,Gorilla,YGR161C,4932,NA,RTS3
NOG26231,3,Gorilla,YIR021W,4932,NA,MRS1
NOG33232,3,Gorilla,YML058W,4932,NA,SML1
NOG246348,3,Gorilla,YNL195C,4932,NA,YNL195C
NOG254872,3,Gorilla,YGR049W,4932,NA,SCM4
NOG22871,3,Gorilla,YPL202C,4932,NA,AFT2
NOG270243,3,Gorilla,YGR023W,4932,NA,MTL1
NOG43334,3,Gorilla,YJL133C,4932,NA,NA
NOG25440,3,Gorilla,YLR312C,4932,NA,ATG39
NOG239338,3,Gorilla,YBR197C,4932,NA,YBR197C
NOG38142,3,Gorilla,YER076C,4932,NA,YER076C
NOG256554,3,Gorilla,YGR071C,4932,NA,ENV11
NOG256554,3,Gorilla,YLR373C,4932,NA,VID22
NOG41305,3,Gorilla,YHR153C,4932,NA,SPO16
NOG273467,3,Gorilla,YLR437C,4932,NA,DIF1
NOG240097,3,Gorilla,YOR152C,4932,NA,ATG40
NOG31899,3,Gorilla,YFR046C,4932,NA,CNN1
NOG31836,3,Gorilla,YOL044W,4932,NA,PEX15
NOG57196,3,Gorilla,YKR101W,4932,NA,SIR1
NOG239828,3,Gorilla,YBL031W,4932,NA,SHE1
NOG131437,3,Gorilla,YGL176C,4932,NA,YGL176C
NOG29400,3,Gorilla,YLR224W,4932,NA,UCC1
NOG243196,3,Gorilla,YMR019W,4932,NA,STB4
NOG270615,3,Gorilla,YLR456W,4932,NA,YLR456W
COG0431,3,Gorilla,YLR011W,4932,NA,LOT6
NOG69521,4,Ponginae,YPL096C,4932,NA,NA
NOG34888,4,Ponginae,YLR194C,4932,NA,NCW2
NOG62765,4,Ponginae,YBR012C,4932,NA,YBR012C
NOG237623,4,Ponginae,YER187W,4932,NA,YER187W
NOG237623,4,Ponginae,YGL262W,4932,NA,YGL262W
NOG43135,4,Ponginae,YPR036W,4932,NA,VMA13
NOG26110,5,Hylobatidae,YKL214C,4932,NA,YRA2
NOG28462,5,Hylobatidae,YIL122W,4932,NA,POG1
NOG31859,5,Hylobatidae,YPL144W,4932,NA,POC4
NOG10744,5,Hylobatidae,YJL209W,4932,NA,CBP1
NOG35964,5,Hylobatidae,YKR022C,4932,NA,NTR2
NOG17718,5,Hylobatidae,YOL007C,4932,NA,CSI2
NOG15400,5,Hylobatidae,YLR267W,4932,NA,BOP2
NOG237605,5,Hylobatidae,YPR046W,4932,NA,MCM16
NOG240309,5,Hylobatidae,YPL039W,4932,NA,YPL039W
NOG236198,5,Hylobatidae,YBR076W,4932,NA,ECM8
NOG39110,5,Hylobatidae,YNL145W,4932,NA,MFA2
NOG23272,5,Hylobatidae,YOL025W,4932,NA,LAG2
NOG11098,5,Hylobatidae,YLR266C,4932,NA,PDR8
NOG32878,5,Hylobatidae,YER106W,4932,NA,MAM1
NOG34420,5,Hylobatidae,YBR259W,4932,NA,YBR259W
NOG34824,5,Hylobatidae,YDR260C,4932,NA,SWM1
NOG10136,5,Hylobatidae,YBR036C,4932,NA,CSG2
NOG40588,5,Hylobatidae,YMR219W,4932,NA,ESC1
NOG34530,5,Hylobatidae,YER104W,4932,NA,RTT105
NOG25803,5,Hylobatidae,YLR040C,4932,NA,AFB1
NOG18819,5,Hylobatidae,YGL090W,4932,NA,LIF1
NOG251208,5,Hylobatidae,YLR132C,4932,NA,USB1
NOG255355,5,Hylobatidae,YAL068C,4932,NA,PAU8
NOG255355,5,Hylobatidae,YBR301W,4932,NA,PAU24
NOG255355,5,Hylobatidae,YCR104W,4932,NA,PAU3
NOG255355,5,Hylobatidae,YDR542W,4932,NA,PAU10
NOG255355,5,Hylobatidae,YEL049W,4932,NA,PAU2
NOG255355,5,Hylobatidae,YFL020C,4932,NA,PAU5
NOG255355,5,Hylobatidae,YGL261C,4932,NA,PAU11
NOG255355,5,Hylobatidae,YGR294W,4932,NA,PAU12
NOG255355,5,Hylobatidae,YHL046C,4932,NA,PAU13
NOG255355,5,Hylobatidae,YIL176C,4932,NA,PAU14
NOG255355,5,Hylobatidae,YIR041W,4932,NA,PAU15
NOG255355,5,Hylobatidae,YJL223C,4932,NA,PAU1
NOG255355,5,Hylobatidae,YJR150C,4932,NA,DAN1
NOG255355,5,Hylobatidae,YJR151C,4932,NA,DAN4
NOG255355,5,Hylobatidae,YKL224C,4932,NA,PAU16
NOG255355,5,Hylobatidae,YLL025W,4932,NA,PAU17
NOG255355,5,Hylobatidae,YLL064C,4932,NA,PAU18
NOG255355,5,Hylobatidae,YLR037C,4932,NA,PAU23
NOG255355,5,Hylobatidae,YLR461W,4932,NA,PAU4
NOG255355,5,Hylobatidae,YMR325W,4932,NA,PAU19
NOG255355,5,Hylobatidae,YNR076W,4932,NA,PAU6
